,Client,Municipal Decision,Subject,Position,Narrative,City Official
263,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,"Support for independence of police commission, creation of OIG, and clarification of questions and concerns around ballot measure process and transparency.","City Council - Council Member, District 1"
264,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Policy development around expanded paid sick leave ordinance and questions about good actor and generous leave clauses.,"City Council - Council Member, District 4"
265,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Policy development around expanded paid sick leave ordinance and questions about good actor and generous leave clauses.,"City Council - Council Member, District 4"
266,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Policy development around expanded paid sick leave ordinance and questions about good actor and generous leave clauses.,"City Council - Council Member, District 6"
267,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Policy development around expanded paid sick leave ordinance and questions about good actor and generous leave clauses.,"City Council - Policy Director, Council District 4"
268,"Enterprise Rent-A-Car Company of San Francisco, LLC",Information only,Transportation,Informational meeting,Provided information regarding matter at Oakland International Airport.,Office of the Mayor - Chief of Staff
269,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Pass tenant protections including passing Eviction protections during Covid 19 and Tenant Protection Update ordinance.,"City Council - Policy Director, Council Member At Large"
270,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Tenant protection updates.,"City Council - Policy Director, Council Member At Large"
271,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,"Tenant Protections including update, and  Covid-19 pandemic eviction protections.","City Council - Policy Director, Council Member At Large"
272,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,"Tenant Protections including update, and  Covid-19 pandemic eviction protections.","City Council - Policy Director, Council Member At Large"
273,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Support,Obtain ENA and ODA for recycling development at former Oakland Army Base,"City Council - Policy Director, Council Member At Large"
274,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Inform and educate Councilmembers and staff about protocols to be deployed at terminal once permits for development are granted,"City Council - Policy Director, Council Member At Large"
275,Jobs and Housing Coalition,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,"Encourage job growth, residential and commercial development, and investment in Oakland. Encourage budget transparency, public safety and the provision of core City services.","City Council - Policy Director, Council Member At Large"
276,American Cancer Society Cancer Action Network,"Ordinance, Policy, or Other Legislative Matter",Health,Support,Council support to strengthen the existing tobacco retail licensing ordinance and remove exemptions for adult-only stores that sold flavored tobacco products.,"Noel Gallo, Council Member, District 5"
277,Oak Holdings LLC,Information only,Planning and Building Permits,Informational meeting,Informational meeting on plans for property located at 2340 Harrison Street.,"Lynette Gibson McElhaney, Council Member, District 3"
278,Ryan  Bissett,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Conditional Use Permit approval associated with a new grocery store.,"Planning & Building Department - Supervisor, Zoning"
279,Steve  Pagones,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Zoning determination for residential housing unit,"Planning & Building Department - Supervisor, Zoning"
280,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Other,Oppose,"Opposed amendments to the Tenant Protection Ordinance, Just Cause for Eviction Ordinance and Rent Stabilization Ordinance.","Dan Kalb, Council Member, District 1"
281,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Other,Oppose,"Opposed amendments to the Tenant Protection Ordinance, Just Cause for Eviction Ordinance and Rent Stabilization Ordinance.","Nikki Fortunato Bas, Council Member, District 2"
282,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Other,Oppose,"Opposed amendments to the Tenant Protection Ordinance, Just Cause for Eviction Ordinance and Rent Stabilization Ordinance.","Lynette Gibson McElhaney, Council Member, District 3"
283,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Other,Oppose,"Opposed amendments to the Tenant Protection Ordinance, Just Cause for Eviction Ordinance and Rent Stabilization Ordinance.","Sheng Thao, Council Member, District 4"
284,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Nikki Fortunato Bas, Council Member, District 2"
285,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Noel Gallo, Council Member, District 5"
286,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Lynette Gibson McElhaney, Council Member, District 3"
287,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Dan Kalb, Council Member, District 1"
288,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Rebecca Kaplan, Council Member, At-Large"
289,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Barbara Parker, City Attorney"
290,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Larry Reid, Council Member, District 7"
291,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Libby Schaaf, Mayor"
292,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Loren Taylor, Council Member, District 6"
293,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Sheng Thao, Council Member, District 4"
294,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Ces Butner, Board of Port"
295,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Andreas Cluver, Board of Port"
296,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Amanda Monchamp, City Planning Commission"
297,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Barbara Leslie, Board of Port"
298,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Arabella Martinez, Board of Port"
299,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Michael Colbruno, Board of Port"
300,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Joan Story, Board of Port"
301,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Nischit Hegde, City Planning Commission"
302,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Sahar Shirazi, City Planning Commission"
303,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Clark Manus, City Planning Commission"
304,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Tom Limon, City Planning Commission"
305,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Assistant City Administrator
306,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Oakland Parks, Recreation and Youth Development - Director of Parks & Recreation"
307,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission
308,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Department of Transportation - Director of Transportation
309,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Race and Equity Department - Director of Race and Equity
310,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Oakland Public Works - Assistant Director, Public Works Agency"
311,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - City Administrator
312,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Office of the City Attorney - City Attorney
313,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Planning & Building Department - Director of Planning & Building
314,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Deputy City Administrator
315,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Office of the City Attorney - City Attorney, Assistant"
316,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Office of the City Attorney - Deputy City Attorney IV, Senior"
317,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Finance Department - Director of Finance
318,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"City Council - Communications Director, Council District 4"
319,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"City Council - Constituent Liaison, Council District 1"
320,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"City Council - Chief of Staff, Council District 2"
321,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Economic & Workforce Development Department - Project Manager III
322,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - City Administrator
323,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Oppose,Amendments to the Tenant Protection Ordinance and Just Cause Ordinance that would be adverse to property owners and housing providers.,"City Council - Policy Director, Council Member At Large"
324,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Concerns with the Progressive Business License Tax and request to delay placement on the ballot in order to thoroughly vet provisions relating to real estate transactions.,"City Council - Policy Director, Council Member At Large"
325,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Nikki Fortunato Bas, Council Member, District 2"
326,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Noel Gallo, Council Member, District 5"
327,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Lynette Gibson McElhaney, Council Member, District 3"
328,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Dan Kalb, Council Member, District 1"
329,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Rebecca Kaplan, Council Member, At-Large"
330,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Barbara Parker, City Attorney"
331,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Larry Reid, Council Member, District 7"
332,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Libby Schaaf, Mayor"
333,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Loren Taylor, Council Member, District 6"
334,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Sheng Thao, Council Member, District 4"
335,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Ces Butner, Board of Port"
336,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Andreas Cluver, Board of Port"
337,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Amanda Monchamp, City Planning Commission"
338,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Barbara Leslie, Board of Port"
339,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Arabella Martinez, Board of Port"
340,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Michael Colbruno, Board of Port"
341,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Joan Story, Board of Port"
342,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Nischit Hegde, City Planning Commission"
343,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Sahar Shirazi, City Planning Commission"
344,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Clark Manus, City Planning Commission"
345,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Tom Limon, City Planning Commission"
346,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Administrator's Office - Assistant City Administrator
347,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Oakland Parks, Recreation and Youth Development - Director of Parks & Recreation"
348,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission
349,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Department of Transportation - Director of Transportation
350,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Race and Equity Department - Director of Race and Equity
351,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Oakland Public Works - Assistant Director, Public Works Agency"
352,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Administrator's Office - City Administrator
353,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Office of the City Attorney - City Attorney
354,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Planning & Building Department - Director of Planning & Building
355,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Administrator's Office - Deputy City Administrator
356,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Office of the City Attorney - City Attorney, Assistant"
357,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Office of the City Attorney - Deputy City Attorney IV, Senior"
358,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Finance Department - Director of Finance
359,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"City Council - Communications Director, Council District 4"
360,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"City Council - Constituent Liaison, Council District 1"
361,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"City Council - Chief of Staff, Council District 2"
362,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Economic & Workforce Development Department - Project Manager III
363,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Lynette Gibson McElhaney, Council Member, District 3"
364,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Nikki Fortunato Bas, Council Member, District 2"
365,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Noel Gallo, Council Member, District 5"
366,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Loren Taylor, Council Member, District 6"
367,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Larry Reid, Council Member, District 7"
368,"Uber Technologies, Inc. and Affiliates","Ordinance, Policy, or Other Legislative Matter",Transportation,Policy development,Advocated to amend File #20-0494 - Transportation Network Companies Trip Tax Ballot Measure.,"Rebecca Kaplan, Council Member, At-Large"
369,"Uber Technologies, Inc. and Affiliates","Ordinance, Policy, or Other Legislative Matter",Transportation,Policy development,Advocated to amend File #20-0494 - Transportation Network Companies Trip Tax Ballot Measure.,"City Council - Chief of Staff, Council Member At Large"
370,"Uber Technologies, Inc. and Affiliates","Ordinance, Policy, or Other Legislative Matter",Transportation,Policy development,Advocated to amend File #20-0494 - Transportation Network Companies Trip Tax Ballot Measure.,"Dan Kalb, Council Member, District 1"
371,"Uber Technologies, Inc. and Affiliates","Ordinance, Policy, or Other Legislative Matter",Transportation,Policy development,Advocated to amend File #20-0494 - Transportation Network Companies Trip Tax Ballot Measure.,"Loren Taylor, Council Member, District 6"
372,Postmates Inc.,"Other Permits, Administrative Decisions",Government Administration,Informational meeting,Informational Meeting re: Rate Cap Ordinance 20-0575,"Loren Taylor, Council Member, District 6"
373,Postmates Inc.,"Other Permits, Administrative Decisions",Government Administration,Informational meeting,Informational meeting re: Rate Cap Ordinance 20-0575,Office of the Mayor - Policy Director of Mobility and Inter Agency Relations
374,Postmates Inc.,"Other Permits, Administrative Decisions",Government Administration,Informational meeting,Informational Meeting re: Rate Cap Ordinance 20-0575,"Loren Taylor, Council Member, District 6"
375,The Gordian Group,"Other Permits, Administrative Decisions",Planning and Building Permits,Support,Adoption of a Job Order Contracting program by the City.,Oakland Public Works - Project Manager
376,The Gordian Group,"Other Permits, Administrative Decisions",Planning and Building Permits,Support,Adoption of a Job Order Contracting program by the City.,Planning & Building Department - Administrative Analyst I
377,Alex Randolph,"Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Oakland introduced a Transportation Network Company per ride tax. Opposed tax and offered compromises.,Office of the Mayor - Director of Transportation Policy
378,Alex Randolph,"Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Oakland introduced a Transportation Network Company per ride tax. Opposed tax and offered compromises.,"Rebecca Kaplan, Council Member, At-Large"
379,Alex Randolph,"Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Oakland introduced a Transportation Network Company per ride tax. Opposed tax and offered compromises.,"Dan Kalb, Council Member, District 1"
380,Alex Randolph,"Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Oakland introduced a Transportation Network Company per ride tax. Opposed tax and offered compromises.,"Loren Taylor, Council Member, District 6"
381,"Verizon Communications, Inc. and its Affiliates","Ordinance, Policy, or Other Legislative Matter",Other,Support,Master Lease Agreement,Economic & Workforce Development Department - Project Manager III
382,East Bay Alliance for a Sustainable Economy,Public Contract,Economic Development,Informational meeting,Information about contemplated sale of Oakland Coliseum Site,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects
383,"Lyft, Inc.",Public Contract,Transportation,Support,Bike share franchise agreement,Office of the Mayor - Director of Transportation Policy
384,"Lyft, Inc.",Public Contract,Transportation,Support,Bike share franchise agreement,Office of the Mayor - Director of Transportation Policy
385,"Lyft, Inc.",Public Contract,Transportation,Support,Bike share franchise agreement,Office of the Mayor - Director of Transportation Policy
386,Pacific Gas and Electric Company,"Ordinance, Policy, or Other Legislative Matter",Public Utilities,Oppose,Opposition of Business License Tax Increase,"Lynette Gibson McElhaney, Council Member, District 3"
387,Pacific Gas and Electric Company,"Ordinance, Policy, or Other Legislative Matter",Public Utilities,Oppose,Opposition of Business License Tax Increase,"Nikki Fortunato Bas, Council Member, District 2"
388,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects
389,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Economic & Workforce Development Department - Deputy Director, Economic/Workforce Dev"
390,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Office of the Mayor - Deputy Chief of Staff/Legislative Director
391,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"City Council - Policy Director, Council Member At Large"
392,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Nikki Fortunato Bas, Council Member, District 2"
393,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Noel Gallo, Council Member, District 5"
394,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Lynette Gibson McElhaney, Council Member, District 3"
395,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Dan Kalb, Council Member, District 1"
396,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Rebecca Kaplan, Council Member, At-Large"
397,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Loren Taylor, Council Member, District 6"
398,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Sheng Thao, Council Member, District 4"
399,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"City Council - Council Member, District 2"
400,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Noel Gallo, Council Member, District 5"
401,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Lynette Gibson McElhaney, Council Member, District 3"
402,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Dan Kalb, Council Member, District 1"
403,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Rebecca Kaplan, Council Member, At-Large"
