,Client,Municipal Decision,Subject,Position,Narrative,office_name,official_name
299,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,Michael Colbruno
300,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,Joan Story
301,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Nischit Hegde
302,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Sahar Shirazi
303,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Clark Manus
304,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Tom Limon
305,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Assistant City Administrator,
306,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Recreation and Youth Development - Director of Parks & Recreation,Oakland Parks
307,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission,
308,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Department of Transportation - Director of Transportation,
309,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Race and Equity Department - Director of Race and Equity,
310,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Public Works Agency,Oakland Public Works - Assistant Director
311,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - City Administrator,
312,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Office of the City Attorney - City Attorney,
313,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Planning & Building Department - Director of Planning & Building,
314,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Deputy City Administrator,
315,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Assistant,Office of the City Attorney - City Attorney
316,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Senior,Office of the City Attorney - Deputy City Attorney IV
317,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Finance Department - Director of Finance,
318,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Council District 4,City Council - Communications Director
319,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Council District 1,City Council - Constituent Liaison
320,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Council District 2,City Council - Chief of Staff
321,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Economic & Workforce Development Department - Project Manager III,
322,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - City Administrator,
323,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Oppose,Amendments to the Tenant Protection Ordinance and Just Cause Ordinance that would be adverse to property owners and housing providers.,Council Member At Large,City Council - Policy Director
324,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Concerns with the Progressive Business License Tax and request to delay placement on the ballot in order to thoroughly vet provisions relating to real estate transactions.,Council Member At Large,City Council - Policy Director
325,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Council Member, District 2",Nikki Fortunato Bas
326,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Council Member, District 5",Noel Gallo
327,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Council Member, District 3",Lynette Gibson McElhaney
328,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Council Member, District 1",Dan Kalb
329,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Council Member, At-Large",Rebecca Kaplan
330,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Attorney,Barbara Parker
331,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Council Member, District 7",Larry Reid
332,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Mayor,Libby Schaaf
333,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Council Member, District 6",Loren Taylor
334,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,"Council Member, District 4",Sheng Thao
335,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Board of Port,Ces Butner
336,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Board of Port,Andreas Cluver
337,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Planning Commission,Amanda Monchamp
338,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Board of Port,Barbara Leslie
339,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Board of Port,Arabella Martinez
340,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Board of Port,Michael Colbruno
341,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Board of Port,Joan Story
342,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Planning Commission,Nischit Hegde
343,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Planning Commission,Sahar Shirazi
344,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Planning Commission,Clark Manus
345,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Planning Commission,Tom Limon
346,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Administrator's Office - Assistant City Administrator,
347,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Recreation and Youth Development - Director of Parks & Recreation,Oakland Parks
348,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission,
349,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Department of Transportation - Director of Transportation,
350,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Race and Equity Department - Director of Race and Equity,
351,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Public Works Agency,Oakland Public Works - Assistant Director
352,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Administrator's Office - City Administrator,
353,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Office of the City Attorney - City Attorney,
354,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Planning & Building Department - Director of Planning & Building,
355,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,City Administrator's Office - Deputy City Administrator,
356,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Assistant,Office of the City Attorney - City Attorney
357,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Senior,Office of the City Attorney - Deputy City Attorney IV
358,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Finance Department - Director of Finance,
359,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Council District 4,City Council - Communications Director
360,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Council District 1,City Council - Constituent Liaison
361,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Council District 2,City Council - Chief of Staff
362,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; supportacquisition of the Coliseum site,Economic & Workforce Development Department - Project Manager III,
363,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Council Member, District 3",Lynette Gibson McElhaney
364,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Council Member, District 2",Nikki Fortunato Bas
365,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Council Member, District 5",Noel Gallo
366,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Council Member, District 6",Loren Taylor
367,"Square, Inc.","Ordinance, Policy, or Other Legislative Matter",Other,Oppose,Opposed ballot measure on business taxation.  Advocated for greater collaboration on a solution and that a more substantive proposal be considered in a later year.,"Council Member, District 7",Larry Reid
368,"Uber Technologies, Inc. and Affiliates","Ordinance, Policy, or Other Legislative Matter",Transportation,Policy development,Advocated to amend File #20-0494 - Transportation Network Companies Trip Tax Ballot Measure.,"Council Member, At-Large",Rebecca Kaplan
369,"Uber Technologies, Inc. and Affiliates","Ordinance, Policy, or Other Legislative Matter",Transportation,Policy development,Advocated to amend File #20-0494 - Transportation Network Companies Trip Tax Ballot Measure.,Council Member At Large,City Council - Chief of Staff
370,"Uber Technologies, Inc. and Affiliates","Ordinance, Policy, or Other Legislative Matter",Transportation,Policy development,Advocated to amend File #20-0494 - Transportation Network Companies Trip Tax Ballot Measure.,"Council Member, District 1",Dan Kalb
371,"Uber Technologies, Inc. and Affiliates","Ordinance, Policy, or Other Legislative Matter",Transportation,Policy development,Advocated to amend File #20-0494 - Transportation Network Companies Trip Tax Ballot Measure.,"Council Member, District 6",Loren Taylor
372,Postmates Inc.,"Other Permits, Administrative Decisions",Government Administration,Informational meeting,Informational Meeting re: Rate Cap Ordinance 20-0575,"Council Member, District 6",Loren Taylor
373,Postmates Inc.,"Other Permits, Administrative Decisions",Government Administration,Informational meeting,Informational meeting re: Rate Cap Ordinance 20-0575,Office of the Mayor - Policy Director of Mobility and Inter Agency Relations,
374,Postmates Inc.,"Other Permits, Administrative Decisions",Government Administration,Informational meeting,Informational Meeting re: Rate Cap Ordinance 20-0575,"Council Member, District 6",Loren Taylor
375,The Gordian Group,"Other Permits, Administrative Decisions",Planning and Building Permits,Support,Adoption of a Job Order Contracting program by the City.,Oakland Public Works - Project Manager,
376,The Gordian Group,"Other Permits, Administrative Decisions",Planning and Building Permits,Support,Adoption of a Job Order Contracting program by the City.,Planning & Building Department - Administrative Analyst I,
377,Alex Randolph,"Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Oakland introduced a Transportation Network Company per ride tax. Opposed tax and offered compromises.,Office of the Mayor - Director of Transportation Policy,
378,Alex Randolph,"Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Oakland introduced a Transportation Network Company per ride tax. Opposed tax and offered compromises.,"Council Member, At-Large",Rebecca Kaplan
379,Alex Randolph,"Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Oakland introduced a Transportation Network Company per ride tax. Opposed tax and offered compromises.,"Council Member, District 1",Dan Kalb
380,Alex Randolph,"Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Oakland introduced a Transportation Network Company per ride tax. Opposed tax and offered compromises.,"Council Member, District 6",Loren Taylor
381,"Verizon Communications, Inc. and its Affiliates","Ordinance, Policy, or Other Legislative Matter",Other,Support,Master Lease Agreement,Economic & Workforce Development Department - Project Manager III,
382,East Bay Alliance for a Sustainable Economy,Public Contract,Economic Development,Informational meeting,Information about contemplated sale of Oakland Coliseum Site,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects,
383,"Lyft, Inc.",Public Contract,Transportation,Support,Bike share franchise agreement,Office of the Mayor - Director of Transportation Policy,
384,"Lyft, Inc.",Public Contract,Transportation,Support,Bike share franchise agreement,Office of the Mayor - Director of Transportation Policy,
385,"Lyft, Inc.",Public Contract,Transportation,Support,Bike share franchise agreement,Office of the Mayor - Director of Transportation Policy,
386,Pacific Gas and Electric Company,"Ordinance, Policy, or Other Legislative Matter",Public Utilities,Oppose,Opposition of Business License Tax Increase,"Council Member, District 3",Lynette Gibson McElhaney
387,Pacific Gas and Electric Company,"Ordinance, Policy, or Other Legislative Matter",Public Utilities,Oppose,Opposition of Business License Tax Increase,"Council Member, District 2",Nikki Fortunato Bas
388,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects,
389,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Economic/Workforce Dev,Economic & Workforce Development Department - Deputy Director
390,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Office of the Mayor - Deputy Chief of Staff/Legislative Director,
391,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Council Member At Large,City Council - Policy Director
392,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 2",Nikki Fortunato Bas
393,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 5",Noel Gallo
394,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 3",Lynette Gibson McElhaney
395,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 1",Dan Kalb
396,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, At-Large",Rebecca Kaplan
397,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 6",Loren Taylor
398,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 4",Sheng Thao
399,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,District 2,City Council - Council Member
400,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 5",Noel Gallo
401,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 3",Lynette Gibson McElhaney
402,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 1",Dan Kalb
403,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, At-Large",Rebecca Kaplan
404,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 7",Larry Reid
405,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 6",Loren Taylor
406,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 4",Sheng Thao
407,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Mayor,Libby Schaaf
408,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Board of Port,Ces Butner
409,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Board of Port,Andreas Cluver
410,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Board of Port,Barbara Leslie
411,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Board of Port,Michael Colbruno
412,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Board of Port,YuiHay Lee
413,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Board of Port,Joan Story
414,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Council District 1,City Council - Chief of Staff
415,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Council District 2,City Council - Chief of Staff
416,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Council District 3,City Council - Chief of Staff
417,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Council Member At Large,City Council - Chief of Staff
418,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,City Administrator's Office - City Administrator,
419,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Office of the Mayor - Chief of Staff,
420,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,City Administrator's Office - Deputy City Administrator,
421,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 2",Nikki Fortunato Bas
422,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 5",Noel Gallo
423,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 3",Lynette Gibson McElhaney
424,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 1",Dan Kalb
425,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, At-Large",Rebecca Kaplan
426,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 7",Larry Reid
427,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Mayor,Libby Schaaf
428,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 6",Loren Taylor
429,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Council Member, District 4",Sheng Thao
430,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects,
431,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Council Member At Large,City Council - Chief of Staff
432,Kiva Confections,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Policy development,"Resolve issues regarding Oakland cannabis taxes, inspections, and issues with a problematic landlord exploiting equity applicants","Council Member, At-Large",Rebecca Kaplan
433,Kiva Confections,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Policy development,"Resolve issues regarding Oakland cannabis taxes, inspections, and issues with a problematic landlord exploiting equity applicants","Council Member, District 4",Sheng Thao
434,Kiva Confections,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Informational meeting,"Resolve issues regarding Oakland cannabis taxes, inspections, and issues with a problematic landlord exploiting equity applicants",City Administrator's Office - Assistant to the City Administrator,
435,Kiva Confections,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Informational meeting,"Resolve issues regarding Oakland cannabis taxes, inspections, and issues with a problematic landlord exploiting equity applicants",City Administrator's Office - City Administrator Analyst,
436,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Support,Obtain ENA and ODA for recycling development at former Oakland Army Base,Council Member At Large,City Council - Policy Director
437,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Inform and educate Councilmembers and staff about protocols to be deployed at terminal once permits for development are granted,Council Member At Large,City Council - Policy Director
438,Jobs and Housing Coalition,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,"Encourage job growth, residential and commercial development, and investment in Oakland. Encourage budget transparency, public safety and the provision of core City services.",Council Member At Large,City Council - Policy Director
439,Oakland Automobile Dealers Coalition,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,"Business Tax restructuring - secure Auto Dealers business tax category not changed to manufacturing, but instead included in the Retail category.",Council Member At Large,City Council - Policy Director
